1700,18,8
4900,39,8
3400,25,8
4200,22,8
5000,44,8
4800,42,8
4500,39,8
4000,43,8
4150,43,8
3800,28,8
5000,42,8
,,8
4500,43,8
3600,20,8
3600,20,8
3300,20,8
4500,45,8
5000,47,8
4200,32,8
4920,53,8
4950,50,8
4830,45,8
3680,11,8
4670,45,8
4920,52,8
4460,48,8
4570,48,8
4200,33,8
3200,28,8
3800,43,8
4500,65,8
3200,35,8
4800,46,8
4500,39,8
3400,28,8
1400,18,8
4500,43,8
2400,69,8
1800,20,8
4500,31,8
3500,30,8
3500,30,8
4800,42,8
3300,20,8
3500,18,8
3400,22,8
4460,43,8
4800,45,8
4090,43,8
3800,30,8
3200,25,8
4500,45,8
3600,30,8
4000,38,8
4570,45,8
4300,31,8
5000,40,8
4300,46,9
4000,35,9
4500,33,9
1700,18,9
4800,56,9
4900,39,9
2490,101,9
3400,25,9
4500,35,9
4800,59,9
4100,25,9
4300,40,9
3600,35,9
4200,22,9
4500,40,9
5000,44,9
4300,40,9
4200,45,9
4800,42,9
3000,25,9
3300,20,9
4000,37,9
4500,39,9
4000,43,9
4150,43,9
3800,28,9
4800,62,9
4600,56,9
5000,42,9
4200,41,9
,,9
4500,43,9
3600,20,9
3600,20,9
3300,20,9
4500,45,9
5000,47,9
4800,39,9
4200,32,9
4600,38,9
4920,53,9
4950,50,9
4830,45,9
3680,11,9
4670,45,9
4920,52,9
4460,48,9
4570,48,9
4000,36,9
3800,43,9
4500,65,9
4100,39,9
3200,35,9
4500,35,9
4800,46,9
3800,34,9
4500,39,9
3400,28,9
1400,18,9
4500,43,9
2400,69,9
1800,20,9
1600,10,9
4500,31,9
4580,45,9
4380,45,9
3500,30,9
3500,30,9
4800,42,9
3300,20,9
3500,18,9
3400,22,9
5000,52,9
3500,25,9
4400,25,9
4380,38,9
4460,43,9
4800,45,9
4090,43,9
3800,35,9
4380,45,9
4380,40,9
4380,40,9
3800,30,9
3200,25,9
4500,45,9
3600,30,9
4000,38,9
3700,25,9
3650,36,9
4570,45,9
2850,25,9
4380,23,9
4980,24,9
4300,31,9
4200,39,9
5000,40,9
4800,46,9
5000,47,9
5000,46,9
4000,35,10
4800,56,10
4900,39,10
3400,25,10
4800,59,10
4100,25,10
4300,40,10
3600,35,10
4200,22,10
4500,40,10
5000,44,10
4500,47,10
4300,40,10
3000,25,10
3300,20,10
4000,37,10
3500,28,10
3800,28,10
4800,62,10
4600,56,10
5000,42,10
4860,62,10
,,10
4500,43,10
3600,20,10
3600,20,10
3300,20,10
4700,50,10
4500,45,10
5000,47,10
4580,48,10
3300,35,10
4500,32,10
4500,31,10
3800,43,10
5000,44,10
4500,65,10
4100,39,10
4500,35,10
3800,34,10
2400,69,10
1600,10,10
4500,31,10
4580,45,10
4380,45,10
3200,35,10
2800,28,10
5000,35,10
5000,35,10
5000,35,10
3500,30,10
3500,30,10
4800,42,10
3300,20,10
3500,18,10
3400,22,10
3500,25,10
4400,25,10
4380,38,10
3800,35,10
4380,45,10
3530,28,10
4380,40,10
4380,40,10
3800,30,10
3200,25,10
4500,45,10
3600,30,10
4000,38,10
3700,25,10
3650,36,10
5000,46,10
3300,25,10
3500,25,10
3500,20,10
2850,20,10
4000,30,10
2850,25,10
4380,23,10
4980,24,10
4300,31,10
2180,20,10
5000,42,10
2060,26,10
2280,18,10
1980,22,10
1760,8,10
5000,40,10
5000,47,10
3400,25,11
4200,28,11
4800,59,11
4100,25,11
4300,40,11
3600,35,11
3300,20,11
3500,28,11
3800,28,11
4800,62,11
4600,56,11
5000,42,11
4860,62,11
,,11
5000,38,11
3600,20,11
3600,20,11
3300,20,11
4580,48,11
3300,35,11
3000,25,11
4500,32,11
4500,31,11
4500,65,11
4500,35,11
4580,45,11
4380,45,11
3200,35,11
2800,28,11
5000,35,11
5000,35,11
5000,35,11
4800,42,11
3300,20,11
3500,18,11
3400,22,11
4380,38,11
2880,20,11
3380,28,11
2480,30,11
4380,45,11
3530,28,11
4380,40,11
4380,40,11
5000,46,11
3300,25,11
3500,25,11
3500,20,11
2850,20,11
4000,30,11
2800,32,11
4990,37,11
2180,20,11
5000,42,11
2060,26,11
2280,18,11
1980,22,11
1760,8,11
2180,25,11
5000,47,11
4800,25,12
4700,20,12
2600,22,12
3000,25,12
5000,30,12
3000,33,12
2300,16,12
4500,41,12
4500,29,12
2880,20,12
3380,28,12
4500,37,12
3060,21,12
4200,30,12
3100,22,12
4400,30,12
3800,27,12
3330,21,12
2800,32,12
4200,40,12
3500,26,12
3812,23,12
4990,37,12
3600,32,12
3000,23,12
3000,24,12
4250,32,12
4500,38,12
3600,32,12
4280,35,12
4400,35,12
3800,32,12
2180,25,12
3000,23,12
3800,32,12
2800,22,12
4500,39,12
2800,22,12
2800,22,12
4350,35,12
4180,32,12
4652,36,12
4600,33,12
4800,25,13
4700,20,13
3900,27,13
5000,30,13
3000,33,13
3700,28,13
4500,29,13
4000,28,13
3600,28,13
4800,35,13
3480,25,14
4900,41,14
3980,38,14
3980,38,14
3380,22,14
4329,27,14
3380,16,14
2980,22,14
3280,30,14
3380,23,14
3480,25,14
4229,26,14
3300,20,14
4800,41,14
3000,151,14
4500,33,14
3480,22,14
3480,22,14
3380,22,14
6000,35,14
3780,25,14
2980,20,14
4680,45,14
4180,45,14
4400,40,14
3180,25,14
5000,44,14
4500,36,14
2500,86,14
5000,41,14
2100,12,14
4600,36,14
3680,20,14
3500,23,14
4300,27,14
5580,25,14
5580,30,14
5580,35,14
5580,25,14
2000,12,14
3180,17,14
3280,18,14
4680,28,14
3811,21,14
2500,15,14
4580,44,14
3980,25,14
3200,25,14
2800,18,14
3054,23,14
4200,36,14
4300,37,14
4600,30,14
1500,66,14
2300,23,14
2300,23,14
1900,18,14
4100,35,14
2300,110,14
2200,24,14
2600,26,14
3300,30,14
2300,20,14
2300,23,14
4000,40,14
3400,30,14
2000,18,14
2500,18,14
3600,20,14
3500,22,14
2600,25,14
3600,30,14
2300,20,14
2500,25,14
1550,20,14
2600,26,14
2200,24,14
3200,30,14
2800,25,14
2800,23,14
1800,18,14
2100,20,14
4900,41,15
3980,38,15
3980,38,15
4329,27,15
3380,16,15
2980,22,15
4229,26,15
3300,20,15
3000,151,15
3780,25,15
2980,20,15
4680,45,15
4180,45,15
3180,25,15
5000,44,15
2100,12,15
4600,36,15
3680,20,15
3500,23,15
4300,27,15
2000,12,15
3180,17,15
3280,18,15
4680,28,15
3811,21,15
2500,15,15
4580,44,15
3980,25,15
3054,23,15
4200,36,15
4300,37,15
4600,30,15
1500,66,15
2300,23,15
2300,23,15
1900,18,15
4100,35,15
2300,110,15
2200,24,15
2600,26,15
3300,30,15
2300,20,15
2300,23,15
4000,40,15
3400,30,15
2000,18,15
2500,18,15
3600,20,15
3500,22,15
2600,25,15
3600,30,15
2300,20,15
2500,25,15
1550,20,15
2600,26,15
2200,24,15
3200,30,15
2800,25,15
2800,23,15
1800,18,15
2100,20,15
4200,37,16
5000,42,16
4800,40,16
4700,33,16
4200,35,16
4500,45,17
4500,36,17
4500,43,17
4800,41,17
5000,31,18
3800,31,18
4900,31,18
3200,34,18
4000,31,18
2300,15,18
1600,13,18
2500,18,18
2400,18,18
3500,33,18
3000,35,18
3100,33,18
3000,74,19
2500,85,19
2300,22,19
2300,15,19
1600,13,19
2500,18,19
2400,18,19
2400,15,20
2400,128,21
2800,145,22
2600,159,22
3500,37,22
3000,25,23
4800,38,23
2880,20,23
3500,37,23
3500,30,23
3680,30,23
2180,12,23
4800,82,23
3700,20,24
3300,114,24
4000,29,24
4200,28,24
4500,29,24
3300,31,24
4200,29,24
3300,114,25
3700,31,25
4500,31,25
4200,28,25
3400,32,25
3000,31,25
3200,26,25
4500,29,25
3300,34,25
3000,28,25
3300,31,25
3000,26,25
4100,37,25
3600,32,25
3200,25,25
3760,28,25
3150,26,25
3930,26,25
2900,34,25
2900,34,25
5000,38,26
4600,38,26
4000,45,26
4200,35,26
3500,30,26
3300,30,26
4300,27,26
4600,28,26
4000,30,26
4800,45,26
3300,30,26
6580,35,26
4800,39,26
4300,31,26
4800,39,26
3730,23,26
4680,33,26
4780,33,26
4880,33,26
5080,33,26
5080,33,26
5000,38,26
4731,32,26
5080,33,26
5180,35,26
5280,35,26
3800,38,26
3300,30,26
3500,38,26
2800,30,26
4500,28,26
4500,39,26
4300,32,26
3900,27,26
3200,23,26
4300,29,26
4500,30,26
2800,57,26
4500,30,26
4300,28,26
4000,38,26
4000,38,26
4600,30,26
2380,22,26
3600,28,26
4500,30,26
3300,23,26
3200,23,26
3500,35,26
3500,35,26
3800,37,26
4800,42,26
3200,33,26
3000,30,26
2800,28,26
4000,27,26
4600,39,26
2600,29,26
4500,30,26
2800,20,26
3500,35,26
3000,20,26
2800,15,26
2800,15,26
4000,38,26
2800,15,26
2800,20,26
4000,38,26
2800,20,26
4500,45,26
2500,20,26
3500,35,26
3600,35,26
3800,38,26
2500,15,26
2500,15,26
2800,15,26
4000,38,26
3500,35,26
3300,38,26
3000,20,26
4500,45,26
2500,15,26
4500,45,26
2500,15,26
2800,20,26
2800,20,26
2500,15,26
4300,32,26
3500,32,26
4300,30,26
3200,117,26
4000,38,26
2200,15,26
4500,38,26
4500,38,26
3500,35,26
2500,10,26
2500,10,26
4000,38,26
4500,38,26
4500,38,26
2500,20,26
6580,35,26
3362,22,26
5080,33,26
3300,28,26
6580,40,26
4780,33,26
2100,14,26
5000,42,26
4800,54,26
3430,23,26
2898,16,26
3690,28,26
3430,23,26
1800,15,26
3500,30,26
4000,35,26
4800,45,26
1800,18,26
3600,40,26
2499,25,26
2800,23,26
4500,35,26
5000,33,26
4000,28,26
3200,35,26
5000,35,26
4800,31,26
4300,28,26
3500,30,26
5000,40,26
4000,45,27
3100,21,27
4600,28,27
4000,30,27
4800,45,27
6580,35,27
3730,23,27
4300,29,27
2380,22,27
3600,28,27
4800,42,27
6580,35,27
2000,88,27
3362,22,27
6580,40,27
2100,14,27
5000,42,27
2898,16,27
3690,28,27
4800,45,27
1800,18,27
4500,35,27
5000,33,27
3200,35,27
4800,35,27
5000,35,27
4300,28,27
3500,30,27
5000,40,27
2400,12,30
5000,35,30
4800,72,30
2380,17,30
2489,19,30
5000,35,31
5000,46,31
4680,45,31
2250,23,31
2300,35,31
2400,28,31
2000,20,31
2380,18,31
2280,18,31
2480,20,31
2080,15,31
2380,18,31
3500,42,31
2600,32,31
4600,29,31
5000,46,31
3880,42,32
3300,38,32
5000,38,32
1950,25,32
1880,25,32
2200,33,32
2100,21,32
2080,18,32
2080,20,32
2480,26,32
1500,20,32
2000,26,32
2700,15,32
4800,38,32
4000,70,32
3500,28,32
5000,38,32
1680,18,32
3600,28,32
4800,36,32
2000,20,32
2200,25,32
2000,25,32
4800,38,32
3000,25,32
2500,25,32
3600,28,32
1980,28,32
2200,21,32
3990,28,32
3790,28,32
1980,28,32
1980,28,32
1380,18,32
1880,26,32
